referenced_idv_piid,piid,composite_key,sub_index,contract_number,uei,name,hours_invoiced,fte
,1131PL20CSA41177,~1131PL20CSA41177,1,AG_ISDT_201909_1,QT2VZ9L1VPQ1,22ND CENTURY TECHNOLOGIES INC,3749,1.8
,1131PL20CSA41177,~1131PL20CSA41177,2,AG_USTDA_201909_2,EY6QS5J3VKB1,"Freealliance.com, LLC",1628,0.78
,1145PC22P0016,~1145PC22P0016,1,GS220817708F3,EYHDNJZ6X6L3,SELECTECH LLC,0,0
,12024B20C5500,~12024B20C5500,1,AEVEX-USFSR5-0001,T5ZTWJA6TGN6,"AEVEX HOLDINGS, LLC",2,0
,12026119C0010,~12026119C0010,1,JUSD01,CWVJEB454CR7,E CORP,0,0
,12026119C0010,~12026119C0010,2,JUSD01,G1DMJZKBDRZ5,"GUARDIAN CONSTRUCTION, INC.",2,0
,1202NV20C0003,~1202NV20C0003,1,21.0001-01,CPQ7FT62AVX3,EVANS CONSTRUCTION COMPANY,2880,1.38
,1202NV20C0003,~1202NV20C0003,2,21.0001-03,VP99J4L7GT79,"BAR-T ELECTRIC, INC.",700,0.33
,1202NV20C0003,~1202NV20C0003,3,21.0001-04,P5L1MJ4HT4L7,Idaho Traffic Safety Inc,80,0.03
,12305B21C0041,~12305B21C0041,1,,TR1XSKJS3QA1,"Kalkreuth Roofing & Sheet Metal, Inc.",24,0.01
,12305B21C0045,~12305B21C0045,1,S21-006-01,WMADX6Z5RPJ9,FORT MYER CONSTRUCTION CORP,0,0
,12305B22C0022,~12305B22C0022,1,Welch and Rushe Inc,CNG4MUEJR131,WELCH & RUSHE INC,0,0
,12314419C0048,~12314419C0048,1,ARLO-2021-PBC-010121,RZ8FKZ8R4MC9,GovReady PBC,1275,0.61
,12314420C0008,~12314420C0008,1, 2019-TARGETII-FW-0008 ,QN8HX78F66V7,"FORWARDWORKS CONSULTING, LLC",893,0.42
,12314420C0017,~12314420C0017,1,SCA-TGS-2020-0320-Brillient ,MMAVC7UGLJ78,Brillient Corporation,5246,2.52
,12314420C0017,~12314420C0017,2,SCA-TGS-2020-0320-SGM,GLJFLRJKV3L2,SGM INFOTECH LLC,2228,1.07
,12314420C0019,~12314420C0019,1,SCA-TGS-2020-0325-Brillient ,MMAVC7UGLJ78,Brillient Corporation,7958,3.82
,12314420C0019,~12314420C0019,2,SCA-TGS-2020-0325-SGM,GLJFLRJKV3L2,SGM INFOTECH LLC,11197,5.38
,12314420C0037,~12314420C0037,1,SCA-TGS-2020-09-Brillient,MMAVC7UGLJ78,Brillient Corporation,2583,1.24
,12314420C0045,~12314420C0045,1,1,GNGDFGE8TP35,"A1 Carpet Service, Inc.",2744,1.31
,12314420C0045,~12314420C0045,2,2,NX36X9LJ7573,"Action Elevator, Inc.",4763,2.28
,12314420C0045,~12314420C0045,3,3,ZDFAFLT9LJS9,"Freestate Baltimore, LLC",26561,12.76
,12314420C0045,~12314420C0045,4,4,L2N6UK6YMSL4,PRECISION WALL TECH INC,9863,4.74
,12314420C0045,~12314420C0045,5,5,P1BYLUHW5N23,"Tammal Enterprises, Inc.",2528,1.21
,12314420C0045,~12314420C0045,6,6,C15WQAMCPH97,"Del-Ray Glass, Inc.",1657,0.79
,12314420C0045,~12314420C0045,7,7,LBPXNM6S9FV9,"Vision Technologies, Inc.",729,0.35
,12314420C0045,~12314420C0045,8,8,UC1WL7FLVNE4,"W. E. BOWERS & ASSOCIATES, INC.",28794,13.84
,12314421C0026,~12314421C0026,1,02,ZBPQEJVECCT4,Peraton Inc.,11520,5.53
,12314421C0035,~12314421C0035,1,31184.05.05,F7J2LEA17J39,"Apex Systems, LLC",3651,1.75
,12314421C0035,~12314421C0035,2,31184.05.08,CCQBGD21CZR9,Creative Systems and Consulting L.L.C.,3339,1.6
,12314421C0035,~12314421C0035,3,31184.05.20,KBFUKJJSJW69,"TEKSystems, Inc. ",11329,5.44
,12314421C0050,~12314421C0050,1,USDA-2021FFIP-2021081,ZBQJW2SBNRF6,Packaged Agile LLC,4796,2.3
,12314421C0056,~12314421C0056,1,FA-Nikora-039-3336,LKKLT519ULE6,NIKORA TECHNOLOGIES INC,1919,0.92
,12314421C0056,~12314421C0056,2,TSCTI_12315118C0017,QT2VZ9L1VPQ1,22ND CENTURY TECHNOLOGIES INC,956,0.45
,12314421C0067,~12314421C0067,1,Valera - CA - USDA FNS -C0067,MTJUR1KZHBL4,VALERA INTELLIGENT SYSTEMS LLC,472,0.22
,12314422C0020,~12314422C0020,1,01,TNU1CNC1J316,"Creative Information Technology, Inc.",3900,1.87
,12314422C0040,~12314422C0040,1,SUBC-000013,RZ8FKZ8R4MC9,GovReady PBC,940,0.45
,12314422C0040,~12314422C0040,2,SUBC-000014,QLUBHJHYBJ13,MOUNT AIREY GROUP INC,3760,1.8
,12314422C0069,~12314422C0069,1,SCA-KDS-2022-0801-InDepth,GG1EL9WE7EN8,In Depth Incorporated,704,0.33
,12314422C0083,~12314422C0083,1,P22USDABY,UUEAB3AXMY59,"Webfirst, Inc.",800,0.38
,12314422C0091,~12314422C0091,1,Razmia-USDA-DAITO-Forms-01,GLQTTLRVSAM5,INTEGRITYPRO CONSULTING LLC,1280,0.61
,12314422C0123,~12314422C0123,1,Summome-GH,N9NJK877QJK9,Guidehouse Inc.,0,0
,12314422C0123,~12314422C0123,2,Summome - PCI-GS,ENWEMNJABJB3,PCI Government Services LLC,0,0
,12314422C0125,~12314422C0125,1,Summome-GH,N9NJK877QJK9,Guidehouse Inc.,0,0
,12314422C0125,~12314422C0125,2,Summome-PCI-GS,ENWEMNJABJB3,PCI Government Services LLC,0,0
,12314422P0011,~12314422P0011,1,12314422P0011,YXUKYJ5K8Q96,INFOTEK ASSOCIATES LLC,1872,0.9
,1232SA20C0001,~1232SA20C0001,1,018328-02A ,UGYKRM5WACV3,"Rath Enterprises, Inc.",0,0
,1232SA20C0001,~1232SA20C0001,2,018328-04A ,DKWRK5J34GH7,"WORCESTER EISENBRANDT, INC.",0,0
,1232SA20C0001,~1232SA20C0001,3,018328-07A,C1EJN586N254,RON RUFF ROOFING INC,0,0
,1232SA20C0001,~1232SA20C0001,4,018328-09A ,E3R1VAELR5N5,"ELITE WALL SYSTEMS, LLC ",1170,0.56
,1232SA20C0001,~1232SA20C0001,5,018328-12A ,VMEHJ29J2LJ4,"H2I Group, Inc.",528,0.25
,1232SA20C0001,~1232SA20C0001,6,018328-23A ,QDV2BYMDLR49,"Heffron Co., Inc., The",2184,1.05
,1232SA20C0001,~1232SA20C0001,7,018328-23B,JZXZSN3BBL98,"Siemens Industry, Inc.",656,0.31
,1232SA20C0001,~1232SA20C0001,8,018328-26A ,DYTSYZH3MMJ5,"CYNERGY ELECTRIC COMPANY, INC.",760,0.36
,1232SA20C0001,~1232SA20C0001,9,018328-27A ,TDKERMQ3PPD6,BOWINGS & HUBER LLC,354,0.17
,1232SA20P0128,~1232SA20P0128,1,6757,QB24LJLXJXM3,FPF Education and Innovation Foundation ,594,0.28
,1232SA21C0019,~1232SA21C0019,1,1232SA21C0019-SI01,FUENZZ7CP922,"Snap, Inc.",2850,1.37
,1232SA22P0069,~1232SA22P0069,1,1232SA22P0069-SI02,FUENZZ7CP922,"Snap, Inc.",2284,1.09
,1232SA22P0090,~1232SA22P0090,1,1600-DELOITTE-0000,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,93.37,0.04
,1232SA22P0090,~1232SA22P0090,2,1600-ITC-0000,GJ5YALPQMCH1,"IT Concepts, Inc.",31,0.01
,1232SC18C0070,~1232SC18C0070,1,SPS000107,SH5WHEFCUUL4,"CREATIVE ENVIRONMENTAL SOLUTIONS, INC.",63.5,0.03
,12363N21C4004,~12363N21C4004,1,1,VJGWLNQGLCP9,FORRESTER & ASSOCIATES LLC,300,0.14
,123A9421C0016,~123A9421C0016,1,123A9421C0016-SI01,FUENZZ7CP922,"Snap, Inc.",5440,2.61
,123A9421C0016,~123A9421C0016,2,123A9421C0016-SIL01,UCT7U58UNY67,SILADOS LLC,4832,2.32
,12405B20C0031,~12405B20C0031,1,2020-GA,EDJPFJJVT1K1,"Hamlin Air Conditioning & Sheet Metal, Inc.",0,0
,12405B21C0005,~12405B21C0005,1,2021-MS,L7N1ZZXFEMD5,"ROBINSON ELECTRIC COMPANY, INC.",223,0.1
,12405B21C0027,~12405B21C0027,1,2021-A,CRKCHW3L7LC3,RIVERBEND AIR CONDITONING INC,1382.58,0.66
,12405B22C0021,~12405B22C0021,1,1002,KEKLS185DGU5,J. M. Clayton Company,0,0
,1240BH22C0004,~1240BH22C0004,1,1240BH22R0009,G9M5H1KRDBA3,176.5,0.08,
,1240LN21C0003,~1240LN21C0003,1,USDA08-001,NHE8FJQ5ZWF9,DISASTER SYSTEMS LLC,7664,3.68
,1240LQ21C0011,~1240LQ21C0011,1,IT IS A PO ,DM5MQYBBNML7,Markit! Forestry Management LLC,4360.5,2.09
,1240LT21C0014,~1240LT21C0014,1,1240LT21C0014-001,NKWZA2KM25U3,Rosenbaum Construction Co Inc ,167,0.08
,1240LT21C0024,~1240LT21C0024,1,321073-01,HVWEWV6DPAY1,American Civil Constructors LLC,604.5,0.29
,1240LT22C0004,~1240LT22C0004,1,1240LT22C0004-1,MDUNA6SHGFJ5,"Thomson, James",243,0.11
,1240LU22C0006,~1240LU22C0006,1,02,SGPAJJ64N597,"BROSZ ENGINEERING, INC.",100,0.04
,12445122C0002,~12445122C0002,1,BEARD CONSTRUCTION GROUP LLC,U33NFUA5ZW98,BEARD CONSTRUCTION GROUP LLC,1500,0.72
,12445221C0010,~12445221C0010,1,43A66,CLQTNXVBPLB8,"GeoStabilization International, LLC",913,0.43
,12445221C0010,~12445221C0010,2,85V72,TLWURR18HX28,S W LEDFORD GRADE CONTRACTING INC,638,0.3
,12445522C0001,~12445522C0001,1,114136,GBEMXPBZ68G6,J H RUDOLPH & CO INC,1043,0.5
,12505B19C0006,~12505B19C0006,1,1,WD8BDNAZP3L5,"MMC CONTRACTORS IOWA, INC.",84,0.04
,12505B20C0003,~12505B20C0003,1,12732,RBDQE7EG78D6,PRIME MECHANICAL OF WISCONSIN LLC,196.6,0.09
,12505B21C0009,~12505B21C0009,1,821140-01,JE5JBT5USU23,East Moline Glass Co.,1923.5,0.92
,12505B21C0009,~12505B21C0009,2,821140-02,HA7SMNU7CLV5,GARNEAU CONSTRUCTION INC,2937,1.41
,12505B21C0018,~12505B21C0018,1,TE21021-01,HKCWHJG2XAQ2,EARTH SERVICES & ABATEMENT LLC,2602,1.25
,12505B21C0018,~12505B21C0018,2,TE21021-02,GAFTWA9MKZL9,"American Fence Company, LLC",168,0.08
,12505B22C0015,~12505B22C0015,1,USDA0015-01,KJW5YUEH3JE1,CONCORD CONSTRUCTION LLC,10,0
,12639519C0082,~12639519C0082,1,SPR139_001,GTMPJ5RH1ET9,Pennram Diversified Manufacturing Corporation,2684,1.29
,12639521C0079,~12639521C0079,1,USDA-AMS-2022-George-007,NF7DSGMHDS68,"George Consulting, LTD.",5373,2.58
,12760421P0048,~12760421P0048,1,12760421P0048-R1,S17TUSDKTUX5,"RISEN ONE CONSULTING, LLC",5184,2.49
,12760421P0048,~12760421P0048,2,12760421P0048-TT,U3QWA5LCAJ97,TECHTREND INC,8500,4.08
,12760422C0009,~12760422C0009,1,2021-10-0007-1,EW7EHWJJR7Z5,"INTTERRA, LLC",0,0
,127EAW22C0009,~127EAW22C0009,1,,DCLJCST9TWB6,Agee Construction Corporation,958.5,0.46
,127EAW22C4002,~127EAW22C4002,1,127EAW22C4002-TM,HWNNKMUDRH53,J4 STRATEGIC SERVICES INC.,67.5,0.03
,12805B19C0011,~12805B19C0011,1,G01720001,X4PJBM95NZB6,"Economy Electric, Inc. ",1526.5,0.73
,12805B19C0011,~12805B19C0011,2,G01720002,NQ8MZB6NM767,"U.S. Engineering Construction, LLC",3273,1.57
,12805B19C0011,~12805B19C0011,3,G01720003,HEPJKKY2KPN7,"HI-TECH INTERIORS, INC.",2196,1.05
,12805B19C0011,~12805B19C0011,4,G01720004,NKNVNDGXMJQ3,Kolde Construction Inc ,901,0.43
,12805B19C0011,~12805B19C0011,5,G01720015,NSY7YSSQNDL7,"JAYHAWK FIRE SPRINKLER CO., INC.",98,0
,12805B19C0011,~12805B19C0011,6,G01720019,D6PXLZ5BZ9K7,"Midwest Concrete Materials, Inc.",115,0
,12805B19C0027,~12805B19C0027,1,319055-02,NQ8MZB6NM767,"U.S. Engineering Construction, LLC",1200,0.57
,12805B21C0037,~12805B21C0037,1,SC34-7100,KNNNUUKAH1C8,PVPII-FNSS ACQUISITION INC,1075.91,0.51
,12805B22C0004,~12805B22C0004,1,2022-A,JKWFFJLB3KM3,"MIKE GOWEN MECHANICAL, INC.",3.2,0
,12805B22C0008,~12805B22C0008,1,22KS090500,UMEGUSGWM3G5,SHICKEL CORPORATION,0,0
,12805B22C0016,~12805B22C0016,1,SC05-4500,CFNKB8LM7B47,CL CONSTRUCTION LLC,0,0
,12837120C0095,~12837120C0095,1,IT IS A PO ,VJGWLNQGLCP9,FORRESTER & ASSOCIATES LLC,8916.15,4.28
,129JGP20C0081,~129JGP20C0081,1,20166-ADV,D6KCN2LZBP23,Advanced Concrete,2869,1.37
,129JGP20C0081,~129JGP20C0081,2,20166-STA,HRJFUALKALU2,STARACE MECHANICAL,757,0.36
,129JGP20C0081,~129JGP20C0081,3,20166-STR,L7LGB38757F9,STRAUSSER CONSTRUCTION INC,2146,1.03
,12FPC120P0287,~12FPC120P0287,1,EL-2020-1,HJD1KVYKPSG3,"Elyon International, Inc.",13602.3,6.53
,12FPC220P0062,~12FPC220P0062,1,WAT-CRA-2,JBXDBZ7YLBZ8,Cultural Resource Analysts Inc ,529.25,0.25
,12FPC221C0005,~12FPC221C0005,1,784-01681-000-01,SLRJW5YJ2JD1,Deloitte Consulting LLP,0,0
,12FPC221P0013,~12FPC221P0013,1,USDA-FOIA-21001-TSI-01,EGN3JL1E8SC6,"Total Solutions, Inc. ",3631,1.74
,12FPC222C0002,~12FPC222C0002,1,775-01709-000-01,VV9KH3L99VE3,INTERNATIONAL BUSINESS MACHINES CORPORATION,0,0
,12FPC222C0002,~12FPC222C0002,2,775-01709-000-02,CBDLJPQ9ESL7,TFC CONSULTING INC,0,0
,12FPC322C0019,~12FPC322C0019,1,1,ZZ23VAA2MPT3,"Erosion Prevention Products, LLC",0,0
,12FPC419C0002,~12FPC419C0002,1,TS1041-19-0011,UZ2WBMW4QKF3,"CONTRACT SOLUTIONS, INC. ",1669.25,0.8
,12RADA22C0001,~12RADA22C0001,1,12RADA22C0001_ATX_003,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,827.5,0.39
,12SAD121C0005,~12SAD121C0005,1,AS21-01114,ULPCDS859BN4,"Business Enterprises & Systems Technology, Inc.",26775,12.87
,12SAD121C0005,~12SAD121C0005,2,PO,UZVSKQ65B9Q1,"Levi, Ray & Shoup, Inc.",29150,14.01
,12SAD121C0005,~12SAD121C0005,3,Z3953,C6EMRJ67V4M3,"Agile Decision Sciences, LLC",124.5,0.05
,12SAD122C0003,~12SAD122C0003,1,AS22-00331,ULPCDS859BN4,"Business Enterprises & Systems Technology, Inc.",17050,8.19
,12SAD122C0003,~12SAD122C0003,2,AS22-00332,NC9EFC1CMG67,DA VINCI TREE INC,1230,0.59
,12SAD122C0003,~12SAD122C0003,3,PO,KBFUKJJSJW69,"TEKSystems, Inc. ",14500,6.97
,12SAD122C0003,~12SAD122C0003,4,PO,UZVSKQ65B9Q1,"Levi, Ray & Shoup, Inc.",19200,9.23
,12SAD122C0003,~12SAD122C0003,5,Z3992,H8L4SLLMSV15,ASRC Federal Data Networx LLC,1737,0.83
,1305L221CNCNA0011,~1305L221CNCNA0011,1,SFI-GAMA1-NOAA-CSPS-2021-001,L3LZRJNCQSA6,"Gama-1 Technologies, LLC ",1865,0.89
,1305L221CNCNA0024,~1305L221CNCNA0024,1,SCA-KMS-2022-1129-DGC,SKQ3NQBEEMB6,"DIGITAL GLOBAL CONNECTORS, LLC",1447,0.69
,1305L420CNWWK0068,~1305L420CNWWK0068,1,Agreement_001,0,186.75,0.08,
,1305M218CNWWY0072,~1305M218CNWWY0072,1,101060.12,M1EGDSQB7A77,Stichting Deltares,434,0.2
,1305M218PNWWG0026,~1305M218PNWWG0026,1,ITEG-ERT-01,DFH4YBBMYMU8,"Earth Resources Technology, Inc. ",18226,8.76
,1305M218PNWWG0173,~1305M218PNWWG0173,1,ITEG-INNO-02,PFKNCNAF6MD3,"Innovim, LLC",1872,0.9
,1305M221CNWWF0008,~1305M221CNWWF0008,1,10081-001,MNCCMR58CY55,"LINDAHL REED, INC.",1944,0.93
,1305M221CNWWH0016,~1305M221CNWWH0016,1,JTS-10027-SC1-ActioNet,PFFKV8K5B1E8,"ACTIONET, INC.",1847,0.88
,1305M221PNMAN0090,~1305M221PNMAN0090,1,STG-21-04-13-0090,D89QTCNW1SM7,GRAY TIER TECHNOLOGIES LLC,1450,0.69
,1305M221PNWWJ0041,~1305M221PNWWJ0041,1,ICI-2021-CRTi-1305M221PNWWJ0041,MPPGJM3Q19H5,Communications Research & Technologies International LLC,246.5,0.11
,1305M318CNFFR0032,~1305M318CNFFR0032,1,PO000214,YUHTJFRDQE56,Pacific Islands Fisheries Group,4,0
,1305M321CNFFK0019,~1305M321CNFFK0019,1,1305M321CNFFK0019,N9NGA7YBPGL8,"JRD & Associates, Inc.",2528,1.21
,1305M322CNWWX0026,~1305M322CNWWX0026,1,PO_0000000153,RCKJZ5KGE3H6,"Raventek Solution Partners, LLC",0,0
,1305M420CNAAA0064,~1305M420CNAAA0064,1,AFCNOA,UAJ8SPTX9DL7,"Alpha Facilities Solutions, LLC",77.25,0.03
,1305M420CNAAJ0070,~1305M420CNAAJ0070,1,C20030-SUBK-02,JDQNEMELDCG5,"Koman Advantage, LLC",8369.5,4.02
,1305M420CNAAJ0070,~1305M420CNAAJ0070,2,C20030-SUBK-03,JNJTZTJHZQ49,"BERG ENTERPRISES, INC.",7503,3.6
,1305M420CNAAJ0070,~1305M420CNAAJ0070,3,C20030-SUBK-04,SLY6NRJLGDH8,R S I OF FLORIDA INC,979,0.47
,1305M420CNAAJ0070,~1305M420CNAAJ0070,4,C20030-SUBK-05,PXKDNKCFK9P6,GLASSMAN OF LA LLC,1430,0.6
,1305M420CNAAJ0070,~1305M420CNAAJ0070,5,C20030-SUBK-06,J8HKXTAJ4AT3,NATIONAL FIRE PROTECTION LLC,652,0.31
,1305M420CNAAJ0070,~1305M420CNAAJ0070,6,C20030-SUBK-07,GR86CWJ224A3,"Cross Environmental Services, Inc.",395,0.18
,1305M420CNCNS0080,~1305M420CNCNS0080,1,20NOAAF03902,HMDJUL5YJ2H9,"T. D. Eure Marine Construction, LLC",3253,1.56
,1305M421CNAAA0004,~1305M421CNAAA0004,1,,J5F2G4UBN989,"Alfonso & Associates Consulting, Inc. ",1128,0.54
,1305M421CNAAJ0005,~1305M421CNAAJ0005,1,PO24000126,MD1JNN2MYJW1,WESTERN MARINE CONSTRUCTION INC,1037300,498.7
,1305M421CNAAJ0005,~1305M421CNAAJ0005,2,PO2400096,Y7AXZ4MMKZJ8,"PND ENGINEERS, INC.",265525,127.65
,1305M421CNAAJ0005,~1305M421CNAAJ0005,3,PO2400196,D29MFP1PM8U8,"FIRST CITY ELECTRIC, LLC",560,0.2
,1305M421CNAAJ0019,~1305M421CNAAJ0019,1,PDO-AITJV2021-50S,XUZFRKEKPXF3,POTAWATOMI DEFENSE OPERATIONS LLC,14820,7.12
,1305M421CNAAJ0019,~1305M421CNAAJ0019,2,PDO-AITJV2021-51S,FEA4ZTEGYLM5,AHTNA INFRASTRUCTURE & TECHNOLOGIES LLC,24960,12
,1331L520C13350023,~1331L520C13350023,1,2019-NTIA,MCCNGRDG5431,Innovate! Inc.,1871,0.89
,1331L520C13500021,~1331L520C13500021,1,SB1350-15-NC-0259-AOC,DU4CLF8P4XL9,"Aoc Solutions, Inc.",1568,0.75
,1331L520C13OS0005,~1331L520C13OS0005,1,16-176-FEDCX-BAER,LLF3GEHTJMJ7,"Baer Group, LLC, The",831,0.39
,1331L520C13OS0005,~1331L520C13OS0005,2,16-220-FEDCX-SNCA,DU74Q2SPL237,"SENECA RESOURCES, INC.",1930,0.92
,1331L520C13OS0005,~1331L520C13OS0005,3,DCOM-BAS-CGIF,TRKEP1HEBNS5,CGI Federal Inc.,6895.4,3.31
,1331L520C13OS0005,~1331L520C13OS0005,4,DCOM-BAS-CREO,Z4Y8L2REYWN3,CREOAL CONSULTING LLC,7926,3.81
,1331L520C13OS0005,~1331L520C13OS0005,5,DCOM-BAS-ENYG,ECMMFNMSLXM7,Ernst & Young LLP,1177,0.56
,1331L520C13OS0005,~1331L520C13OS0005,6,DCOM-BAS-I360,GK7KYFNWZKA8,"I360technologies, Inc.",10934,5.25
,1331L520C13OS0005,~1331L520C13OS0005,7,DCOM-BAS-PRKY,LKTDCXGM9FY1,"PRIMARY KEY SOLUTIONS, LLC",8964,4.3
,1331L520C13OS0005,~1331L520C13OS0005,8,DCOM-BAS-TERA,HALMJSCZ42W5,Teracore Inc.,3009,1.44
,1331L520C13OS0005,~1331L520C13OS0005,9,DCOM-BAS-TTAT,PL4RMRZWTYQ5,"TTA TECHNOLOGIES, INCORPORATED",8660,4.16
,1331L520C13OS0005,~1331L520C13OS0005,10,DCOM-BAS-UNIS,WK4KLC4ZBNF8,"Unison Software, Inc.",7322.5,3.52
,1331L521C13420004,~1331L521C13420004,1,CS-580018-TM-RDTS,GU8EL5SCPN13,RIGHTDIRECTION TECHNOLOGY SOLUTIONS LLC,23360,11.23
,1331L521P13420061,~1331L521P13420061,1,NTIS-H2K-0003,KJB1LA2S3RK4,H2k Solutions Incorporated,3754.5,1.8
,1331L522C13160008,~1331L522C13160008,1,SO56-001,LZJGFBLKFEW6,NETIMPACT STRATEGIES INC,3789.75,1.82
,1331L522C13160016,~1331L522C13160016,1,2022-COA-004,CEM3SLZ41968,COASPIRE LLC,4164.25,2
,1331L522C13160016,~1331L522C13160016,2,2022NT-003,WA26DLTN7Y88,NILESHWAR TECHNOLOGIES INC,5260.75,2.52
,1331L522C13160034,~1331L522C13160034,1,BIS-DIGITALSERVWEB-MLLC-001,YF3QLA2LEC61,"Mobomo, LLC",76,0.03
,1331L522C13250026,~1331L522C13250026,1,1331L522C13250026-CA001,LXFLQ66U9N53,"Catalyst Group Of Companies Limited Liability Company, The",1920,0.92
,1331L522C13350004,~1331L522C13350004,1,MPC-McKinsey-DOC-NTIA-001,N6JZARL64EW5,"Mckinsey & Company, Inc. Washington D.C.",2294,1.1
,1331L522C13520028,~1331L522C13520028,1,1331L522C13520028-EP5NXCGQB6K6,EP5NXCGQB6K6,"Rios Partners, LLC",577,0.27
,1331L522C13520028,~1331L522C13520028,2,1331L522C13520028-G2F1JNM6HCL4,G2F1JNM6HCL4,"Boston Consulting Group, Inc., The",252,0.12
,1331L522P13350014,~1331L522P13350014,1,Rios_BCG_Purchase_Order_Rios-BCG-001_994-108-100-1,G2F1JNM6HCL4,"Boston Consulting Group, Inc., The",8978,4.31
,1332KP20CNEEG0102,~1332KP20CNEEG0102,1,BXT-0974,FLLRPTP8S7N4,KRATOS TECHNOLOGY & TRAINING SOLUTIONS INC,1890,0.9
,1332KP21PNEEB0032,~1332KP21PNEEB0032,1,21-Parsons-100,HJ8PBEJHM4P3,PARSONS TECHNICAL SERVICES INC.,2931,1.4
,1333BJ20C00270001,~1333BJ20C00270001,1,SUBK-20-0402-Metric 5,CQLATLMD2GN5,Metric 8 LLC,1870,0.89
,1333BJ20P00280014,~1333BJ20P00280014,1,JAS-20-004,CNGKGGPH3YK8,"Qsack & Associates, Inc.",9512,4.57
,1333BJ21C00280003,~1333BJ21C00280003,1,KEYLOGIC USPTO ETC,WQHGNA3MPJN4,KEYLOGIC ASSOCIATES INC,7041,3.38
,1333BJ22C00280002,~1333BJ22C00280002,1,AS22-00012,KJJMMERGU1T3,GREEN THREADS LLC,2886,1.38
,1333BJ22C00280002,~1333BJ22C00280002,2,AS22-00025,CF8HTDUZKKJ4,The Fawkx Fall Roma LLC,38200,18.36
,1333BJ22C00280002,~1333BJ22C00280002,3,AS22-00027,JKZ7MQNAL6D9,CLOUDLEAP TECHNOLOGIES LLC,9710,4.66
,1333BJ22C00280002,~1333BJ22C00280002,4,AS22-00463,JZMRYTJTFM89,"Westport Partners, LLC",9400,4.51
,1333BJ22C00280002,~1333BJ22C00280002,5,AS22-00519,FHX9JYL2J879,POLYGON PARTNERS LLC,10240,4.92
,1333BJ22C00280002,~1333BJ22C00280002,6,AS22-00527,G6K4GN5NDK95,SURGE IT INC,10240,4.92
,1333BJ22C00280002,~1333BJ22C00280002,7,PO,K8GGZVKNL967,GRIDIRON IT SOLUTIONS LLC,3520,1.69
,1333BJ22C00280004,~1333BJ22C00280004,1,10.13ENTERPRISE-USPTO-EOS-20220309,GJKBB1JMY481,1013 Enterprise L.L.C,4657.5,2.23
,1333BJ22C00280004,~1333BJ22C00280004,2,VARCONS,MMLKHMM35UR8,VARCONS INC.,3326,1.59
,1333BJ22P00121001,~1333BJ22P00121001,1,D2S-0822-0001,KADAJARDDTB2,STRATEGYLINC CONSULTING LLC,1242.5,0.59
,1333LB20C00000004,~1333LB20C00000004,1,32700-0022,XLL3UPBT4MW6,AVANTUS FEDERAL LLC,8897,4.27
,1333LB21C00000021,~1333LB21C00000021,1,SOW_Beacon Hill Staffing_008_IDC_MVade n,MMF7MF8CFBB3,BEACON HILL STAFFING GROUP LLC,308,0.14
,1333LB21C00000021,~1333LB21C00000021,2,SOW_Canari Media_145_IDC,HWHZWG4ENJW9,"CANARI MEDIA, INC.",2133,1
,1333LB21C00000021,~1333LB21C00000021,3,SOW_Paradyme Management_010_ID,L6HCWHL84P23,"PARADYME MANAGEMENT, INC.",1924,0.92
,1333LB21C00000021,~1333LB21C00000021,4,SOW_ Population Analytics and Surveys_004_IDC,LU9GYKPSSRM3,Population Analytics and Surveys LLC,1593,0.76
,1333LB21C00000021,~1333LB21C00000021,5,SOW_System Soft Technologies_013_IDC_SKunchaparthy,JMFMRGLWPWE3,System Soft Technologies LLC,936,0.45
,1333LB21C00000021,~1333LB21C00000021,6,SOW_VimEthos_04262022,GQD4CKH7CJT5,VIMETHOS LLC,1201,0.57
,1333LB22C00000008,~1333LB22C00000008,1,AS22-01067,GM77BDK8GP48,"Quotient, Inc.",261550,125.74
,1333LB22C00000008,~1333LB22C00000008,2,IWO52.35.04093A,GNXNRGLSNML9,"DATA NETWORKS, INC.",215.5,0.1
,1333LB22C00000009,~1333LB22C00000009,1,KMS-1333LB22C00000009-Coleman,YTF2AEMKU5V6,THE COLEMAN GROUP INC,1839.75,0.88
,1333LB22C00000013,~1333LB22C00000013,1,SOW_Canari Media_151_DITD_MChoi,HWHZWG4ENJW9,"CANARI MEDIA, INC.",76,0.03
,1333LC22C00000015,~1333LC22C00000015,1,SFI_Subcontract_IBM_Census_ECON_ITIO,GKURBKCK28R2,INTERNATIONAL BUSINESS MACHINES CORPORATION,84,0.04
,1333LC22C00000015,~1333LC22C00000015,2,SFI_Subcontract_QLX_Census_ECON_ITIO,GKN6MCALMEF3,QUALEX CONSULTING SERVICES INC,117,0.05
,1333LC22C00000018,~1333LC22C00000018,1,SFI_Subcontract_QLX_Census_ECON_SDIT,GKN6MCALMEF3,QUALEX CONSULTING SERVICES INC,53.75,0.02
,1333ND18CNB190023,~1333ND18CNB190023,1,73-889-08,SNJKMKKA9LA1,JOHN C GRIMBERG CO INC,8592,4.13
,1333ND19PNB150698,~1333ND19PNB150698,1,SC-1333ND19PNB150698,Z2N8C3NL8FW5,"Johnson Controls, Inc.",2080,1
